url1,url2,similarity
https://en.wikipedia.org/wiki/SD-WAN,https://www.fortinet.com/resources/cyberglossary/sd-wan-explained,0.8933508876343681
https://www.forbes.com/advisor/business/what-is-digital-marketing/,https://blog.hubspot.com/marketing/what-is-digital-marketing,0.8435405122052575
https://sign.dropbox.com/products/dropbox-fax,https://www.fax.plus/,0.8337855872561298
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,https://www.twilio.com/en-us/blog/insights/content-marketing-best-practices,0.8330929061441442
https://copyblogger.com/content-marketing/,https://mailchimp.com/marketing-glossary/content-marketing/,0.8316380686798018
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,https://copyblogger.com/content-marketing/,0.8248717385507924
https://emotive.io/blog/11-essential-digital-marketing-tips,https://blog.hubspot.com/marketing/what-is-digital-marketing,0.8201894834863617
https://www.forbes.com/advisor/business/what-is-digital-marketing/,https://simple.wikipedia.org/wiki/Digital_marketing,0.8171140783047924
https://guardiandigital.com/resources/blog/guide-on-phishing,https://inspiredelearning.com/blog/phishing-protection-checklist/,0.8100145861028069
https://copyblogger.com/content-marketing/,https://www.twilio.com/en-us/blog/insights/content-marketing-best-practices,0.8080167507737827
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,https://mailchimp.com/marketing-glossary/content-marketing/,0.8049826553673384
